"time","guessed_miner","transaction_count"
"2015-10-18 14:54:09","21 Inc.",600
"2015-10-17 22:19:45","21 Inc.",1322
"2015-10-17 13:57:20","21 Inc.",2376
"2015-10-17 00:38:57","21 Inc.",1240
"2015-10-16 20:35:28","21 Inc.",2092
"2015-10-16 19:38:24","21 Inc.",1736
"2015-10-16 19:00:18","21 Inc.",2281
"2015-10-16 17:41:04","21 Inc.",429
"2015-10-16 05:44:49","21 Inc.",1298
"2015-10-16 01:24:18","21 Inc.",896
"2015-10-15 18:22:24","21 Inc.",719
"2015-10-15 17:43:44","21 Inc.",757
"2015-10-15 13:48:50","21 Inc.",1597
"2015-10-15 11:22:58","21 Inc.",401
"2015-10-15 11:05:20","21 Inc.",1785
"2015-10-15 10:16:17","21 Inc.",783
"2015-10-15 05:26:25","21 Inc.",815
"2015-10-15 03:22:41","21 Inc.",1938
"2015-10-14 16:11:29","21 Inc.",1762
"2015-10-14 14:45:53","21 Inc.",2501
"2015-10-14 13:41:05","21 Inc.",561
"2015-10-14 01:47:12","21 Inc.",793
"2015-10-13 23:46:58","21 Inc.",745
"2015-10-13 11:11:30","21 Inc.",2517
"2015-10-12 11:25:52","21 Inc.",747
"2015-10-12 05:18:58","21 Inc.",2090
"2015-10-12 03:16:50","21 Inc.",424
"2015-10-12 02:49:20","21 Inc.",1028
"2015-10-12 00:03:14","21 Inc.",1566
"2015-10-11 23:46:58","21 Inc.",2481
"2015-10-10 21:57:21","21 Inc.",578
"2015-10-10 20:51:44","21 Inc.",1259
"2015-10-10 17:06:42","21 Inc.",1940
"2015-10-10 15:45:06","21 Inc.",358
"2015-10-10 07:48:01","21 Inc.",518
"2015-10-10 03:37:05","21 Inc.",2148
"2015-10-10 01:40:02","21 Inc.",241
"2015-10-09 21:34:26","21 Inc.",939
"2015-10-09 19:30:10","21 Inc.",1136
"2015-10-09 04:05:36","21 Inc.",246
"2015-10-09 02:09:06","21 Inc.",593
"2015-10-08 18:29:54","21 Inc.",2212
"2015-10-08 17:59:12","21 Inc.",368
"2015-10-08 17:58:25","21 Inc.",1893
"2015-10-08 14:32:32","21 Inc.",1716
"2015-10-08 11:18:56","21 Inc.",888
"2015-10-08 10:32:50","21 Inc.",673
"2015-10-08 07:31:12","21 Inc.",2442
"2015-10-07 18:30:09","21 Inc.",2008
"2015-10-07 18:04:17","21 Inc.",819
"2015-10-07 17:29:52","21 Inc.",459
"2015-10-07 16:13:05","21 Inc.",849
"2015-10-07 16:00:50","21 Inc.",2763
"2015-10-07 12:23:13","21 Inc.",1779
"2015-10-07 11:17:52","21 Inc.",2306
"2015-10-07 00:21:20","21 Inc.",2248
"2015-10-06 20:17:53","21 Inc.",765
"2015-10-06 18:17:05","21 Inc.",1524
"2015-10-06 15:44:49","21 Inc.",2108
"2015-10-06 13:38:09","21 Inc.",128
"2015-10-06 08:56:16","21 Inc.",414
"2015-10-05 05:39:30","21 Inc.",1286
"2015-10-05 05:04:01","21 Inc.",207
"2015-10-05 04:56:49","21 Inc.",716
"2015-10-05 04:08:33","21 Inc.",239
"2015-10-05 02:40:18","21 Inc.",979
"2015-10-04 17:02:58","21 Inc.",590
"2015-10-04 13:34:58","21 Inc.",131
"2015-10-04 04:17:37","21 Inc.",23
"2015-10-03 23:07:13","21 Inc.",789
"2015-10-03 18:55:44","21 Inc.",2700
"2015-10-03 16:22:40","21 Inc.",692
"2015-10-03 13:24:51","21 Inc.",1111
"2015-10-03 05:08:49","21 Inc.",1076
"2015-10-02 12:44:01","21 Inc.",1471
"2015-10-02 07:56:02","21 Inc.",1093
"2015-10-01 10:56:32","21 Inc.",1349
"2015-10-01 10:24:18","21 Inc.",329
"2015-10-01 08:05:36","21 Inc.",566
"2015-10-01 07:27:45","21 Inc.",733
"2015-10-01 07:21:04","21 Inc.",747
"2015-09-30 22:49:06","21 Inc.",1099
"2015-09-30 22:00:17","21 Inc.",987
"2015-09-30 19:14:09","21 Inc.",99
"2015-09-30 14:17:54","21 Inc.",823
"2015-09-30 12:13:20","21 Inc.",1241
"2015-09-30 05:34:08","21 Inc.",815
"2015-09-29 22:20:48","21 Inc.",479
"2015-09-29 15:48:16","21 Inc.",77
"2015-09-29 13:26:57","21 Inc.",2361
"2015-09-29 07:43:28","21 Inc.",768
"2015-09-29 07:00:49","21 Inc.",336
"2015-09-29 03:02:41","21 Inc.",906
"2015-09-29 01:49:36","21 Inc.",371
"2015-09-28 21:22:25","21 Inc.",1248
"2015-09-28 17:29:05","21 Inc.",641
"2015-09-28 17:01:52","21 Inc.",181
"2015-09-28 15:07:28","21 Inc.",756
"2015-09-28 09:58:42","21 Inc.",1401
"2015-09-28 06:00:50","21 Inc.",919
"2015-09-28 04:36:32","21 Inc.",132
"2015-09-27 13:34:42","21 Inc.",242
"2015-09-27 13:14:26","21 Inc.",773
"2015-09-27 12:48:34","21 Inc.",199
"2015-09-26 21:20:32","21 Inc.",880
"2015-09-26 20:05:36","21 Inc.",1921
"2015-09-26 19:44:17","21 Inc.",1195
"2015-09-26 18:36:32","21 Inc.",2192
"2015-09-26 12:54:25","21 Inc.",875
"2015-09-26 01:08:32","21 Inc.",24
"2015-09-25 20:07:13","21 Inc.",823
"2015-09-25 16:02:24","21 Inc.",1028
"2015-09-25 15:04:01","21 Inc.",126
"2015-09-25 12:20:18","21 Inc.",135
"2015-09-25 02:17:38","21 Inc.",260
"2015-09-25 01:53:04","21 Inc.",750
"2015-09-25 01:17:54","21 Inc.",386
"2015-09-24 20:41:06","21 Inc.",2423
"2015-09-24 17:24:01","21 Inc.",1882
"2015-09-24 15:05:05","21 Inc.",451
"2015-09-23 23:31:44","21 Inc.",358
"2015-09-23 22:59:44","21 Inc.",212
"2015-09-23 19:56:17","21 Inc.",1067
"2015-09-23 18:13:20","21 Inc.",857
"2015-09-23 15:20:32","21 Inc.",1602
"2015-09-23 11:42:10","21 Inc.",1520
"2015-09-23 11:07:44","21 Inc.",2174
"2015-09-23 10:39:44","21 Inc.",378
"2015-09-23 06:58:26","21 Inc.",2072
"2015-09-22 20:25:52","21 Inc.",1102
"2015-09-22 15:13:20","21 Inc.",425
"2015-09-22 13:42:40","21 Inc.",2404
"2015-09-22 11:49:21","21 Inc.",1299
"2015-09-22 07:52:33","21 Inc.",285
"2015-09-22 06:46:41","21 Inc.",35
"2015-09-22 06:03:45","21 Inc.",176
"2015-09-22 00:56:32","21 Inc.",662
"2015-09-21 18:08:32","21 Inc.",2242
"2015-09-21 12:55:30","21 Inc.",1808
"2015-09-21 09:33:52","21 Inc.",556
"2015-09-21 08:41:37","21 Inc.",488
"2015-09-20 19:47:44","21 Inc.",1005
"2015-09-20 13:20:49","21 Inc.",754
"2015-09-20 10:45:04","21 Inc.",777
"2015-09-20 09:54:57","21 Inc.",193
"2015-09-20 04:06:58","21 Inc.",555
"2015-09-20 01:13:20","21 Inc.",1210
"2015-09-20 00:59:12","21 Inc.",448
"2015-09-19 22:54:10","21 Inc.",1801
"2015-09-19 09:33:53","21 Inc.",560
"2015-09-18 22:27:28","21 Inc.",1811
"2015-09-18 20:43:12","21 Inc.",687
"2015-09-18 19:50:24","21 Inc.",1360
"2015-09-18 16:36:50","21 Inc.",943
"2015-09-18 12:54:41","21 Inc.",1002
"2015-09-18 10:02:40","21 Inc.",863
"2015-09-18 08:37:38","21 Inc.",1995
"2015-09-18 02:34:56","21 Inc.",3282
"2015-09-17 21:35:28","21 Inc.",2535
"2015-09-17 21:34:40","21 Inc.",2342
"2015-09-17 14:20:17","21 Inc.",1691
"2015-09-17 11:55:12","21 Inc.",2996
"2015-09-17 09:22:56","21 Inc.",3916
"2015-09-17 03:46:57","21 Inc.",1148
"2015-09-16 23:02:58","21 Inc.",4004
"2015-09-16 20:56:18","21 Inc.",2116
"2015-09-16 15:00:32","21 Inc.",1472
"2015-09-16 11:53:54","21 Inc.",1188
"2015-09-16 09:50:40","21 Inc.",2175
"2015-09-16 02:51:46","21 Inc.",696
"2015-09-15 23:43:13","21 Inc.",727
"2015-09-15 23:41:04","21 Inc.",1224
"2015-09-15 16:56:32","21 Inc.",1946
"2015-09-15 16:24:50","21 Inc.",2459
"2015-09-15 14:16:48","21 Inc.",283
"2015-09-15 09:07:28","21 Inc.",1133
"2015-09-15 06:53:36","21 Inc.",743
"2015-09-15 03:45:52","21 Inc.",672
"2015-09-15 01:21:37","21 Inc.",927
"2015-09-14 19:18:25","21 Inc.",2181
"2015-09-14 18:16:32","21 Inc.",1300
"2015-09-14 13:45:38","21 Inc.",1363
"2015-09-14 13:14:25","21 Inc.",2173
"2015-09-14 10:12:50","21 Inc.",2185
"2015-09-14 08:40:50","21 Inc.",634
"2015-09-14 05:03:30","21 Inc.",807
"2015-09-13 23:32:18","21 Inc.",673
"2015-09-13 20:50:09","21 Inc.",1806
"2015-09-13 15:46:26","21 Inc.",1835
"2015-09-13 12:14:57","21 Inc.",1232
"2015-09-13 10:06:42","21 Inc.",2353
"2015-09-13 07:20:49","21 Inc.",2785
"2015-09-13 02:54:24","21 Inc.",1766
"2015-09-12 12:35:45","21 Inc.",743
"2015-09-12 11:44:00","21 Inc.",700
"2015-09-12 10:24:00","21 Inc.",720
"2015-09-12 10:21:05","21 Inc.",1816
"2015-09-12 05:02:26","21 Inc.",1781
"2015-09-12 00:06:40","21 Inc.",958
"2015-09-11 21:38:42","21 Inc.",895
"2015-09-11 17:27:44","21 Inc.",1223
"2015-09-11 12:43:29","21 Inc.",1152
"2015-09-11 10:14:26","21 Inc.",1015
"2015-09-11 06:15:13","21 Inc.",3740
"2015-09-10 22:20:17","21 Inc.",227
"2015-09-10 08:29:52","21 Inc.",650
"2015-09-10 03:47:14","21 Inc.",1077
"2015-09-10 02:50:57","21 Inc.",1764
"2015-09-10 01:34:41","21 Inc.",917
"2015-09-10 00:23:28","21 Inc.",906
"2015-09-09 23:35:45","21 Inc.",383
"2015-09-09 20:21:37","21 Inc.",313
"2015-09-09 20:09:20","21 Inc.",155
"2015-09-09 19:18:56","21 Inc.",683
"2015-09-09 18:16:18","21 Inc.",312
"2015-09-09 12:04:16","21 Inc.",519
"2015-09-09 10:45:04","21 Inc.",293
"2015-09-09 06:38:24","21 Inc.",2036
"2015-09-09 03:41:05","21 Inc.",830
"2015-09-09 02:04:33","21 Inc.",299
"2015-09-08 23:52:33","21 Inc.",2580
"2015-09-08 19:41:38","21 Inc.",1687
"2015-09-08 17:46:57","21 Inc.",823
"2015-09-08 14:33:20","21 Inc.",1537
"2015-09-08 07:20:33","21 Inc.",391
"2015-09-08 03:10:26","21 Inc.",301
"2015-09-07 20:48:02","21 Inc.",1503
"2015-09-07 10:38:08","21 Inc.",1348
"2015-09-06 17:50:56","21 Inc.",1804
"2015-09-06 13:32:50","21 Inc.",2241
"2015-09-06 12:53:52","21 Inc.",989
"2015-09-06 09:19:30","21 Inc.",180
"2015-09-06 08:54:40","21 Inc.",150
"2015-09-06 07:49:04","21 Inc.",1451
"2015-09-06 05:17:20","21 Inc.",72
"2015-09-05 19:06:41","21 Inc.",304
"2015-09-05 19:00:02","21 Inc.",228
"2015-09-05 16:25:53","21 Inc.",1120
"2015-09-05 16:12:33","21 Inc.",115
"2015-09-05 14:13:04","21 Inc.",820
"2015-09-05 03:07:14","21 Inc.",943
"2015-09-05 01:51:46","21 Inc.",351
"2015-09-04 23:45:22","21 Inc.",13
"2015-09-04 21:47:28","21 Inc.",335
"2015-09-04 18:40:00","21 Inc.",1074
"2015-09-04 04:28:03","21 Inc.",514
"2015-09-03 23:46:41","21 Inc.",72
"2015-09-03 22:34:56","21 Inc.",201
"2015-09-03 21:10:57","21 Inc.",1327
"2015-09-03 14:36:17","21 Inc.",637
"2015-09-03 07:33:53","21 Inc.",44
"2015-09-03 02:00:33","21 Inc.",1360
"2015-09-03 01:28:17","21 Inc.",1680
"2015-09-03 00:07:45","21 Inc.",1122
"2015-09-02 21:14:08","21 Inc.",1119
"2015-09-02 19:54:25","21 Inc.",551
"2015-09-02 16:20:18","21 Inc.",856
"2015-09-01 22:52:16","21 Inc.",2188
"2015-09-01 18:28:32","21 Inc.",973
"2015-09-01 17:17:54","21 Inc.",817
"2015-09-01 11:40:02","21 Inc.",200
"2015-09-01 10:39:46","21 Inc.",1094
"2015-09-01 10:26:56","21 Inc.",1519
"2015-09-01 09:52:33","21 Inc.",797
"2015-09-01 07:28:01","21 Inc.",59
"2015-09-01 07:00:48","21 Inc.",384
"2015-08-31 16:26:09","21 Inc.",1930
"2015-08-31 06:00:34","21 Inc.",1354
"2015-08-31 05:24:18","21 Inc.",485
"2015-08-31 03:05:52","21 Inc.",1227
"2015-08-31 01:29:54","21 Inc.",84
"2015-08-31 01:01:04","21 Inc.",537
"2015-08-30 12:53:21","21 Inc.",40
"2015-08-30 11:03:46","21 Inc.",375
"2015-08-30 02:22:10","21 Inc.",793
"2015-08-29 22:14:08","21 Inc.",405
"2015-08-29 19:46:42","21 Inc.",304
"2015-08-29 19:01:22","21 Inc.",617
"2015-08-29 16:53:05","21 Inc.",897
"2015-08-29 13:13:52","21 Inc.",978
"2015-08-29 11:31:12","21 Inc.",837
"2015-08-29 07:05:38","21 Inc.",209
"2015-08-28 16:49:53","21 Inc.",636
"2015-08-28 15:40:48","21 Inc.",319
"2015-08-28 11:48:00","21 Inc.",115
"2015-08-28 10:43:44","21 Inc.",373
"2015-08-28 06:41:54","21 Inc.",592
"2015-08-28 05:59:28","21 Inc.",1652
"2015-08-28 02:40:49","21 Inc.",1429
"2015-08-28 00:01:05","21 Inc.",367
"2015-08-27 22:30:09","21 Inc.",434
"2015-08-27 18:48:50","21 Inc.",867
"2015-08-27 18:11:45","21 Inc.",641
"2015-08-27 14:16:00","21 Inc.",1012
"2015-08-27 08:29:54","21 Inc.",398
"2015-08-27 07:27:45","21 Inc.",1760
"2015-08-27 04:49:53","21 Inc.",765
"2015-08-26 20:48:50","21 Inc.",413
"2015-08-26 18:45:37","21 Inc.",523
"2015-08-26 14:58:24","21 Inc.",2896
"2015-08-26 10:12:32","21 Inc.",536
"2015-08-26 05:57:21","21 Inc.",315
"2015-08-26 05:55:13","21 Inc.",646
"2015-08-26 00:04:00","21 Inc.",1318
"2015-08-25 22:30:57","21 Inc.",930
"2015-08-25 19:24:00","21 Inc.",937
"2015-08-25 19:20:18","21 Inc.",2313
"2015-08-25 16:09:36","21 Inc.",1520
"2015-08-25 12:38:24","21 Inc.",1171
"2015-08-25 11:04:02","21 Inc.",1304
"2015-08-25 07:32:50","21 Inc.",756
"2015-08-25 00:01:06","21 Inc.",78
"2015-08-24 22:36:34","21 Inc.",1116
"2015-08-24 21:00:49","21 Inc.",1080
"2015-08-24 13:36:17","21 Inc.",845
"2015-08-24 13:28:16","21 Inc.",90
"2015-08-24 12:26:41","21 Inc.",29
"2015-08-24 04:35:29","21 Inc.",294
"2015-08-24 02:09:20","21 Inc.",341
"2015-08-23 17:14:57","21 Inc.",403
"2015-08-23 15:14:24","21 Inc.",1588
"2015-08-23 11:06:25","21 Inc.",939
"2015-08-23 03:28:02","21 Inc.",2074
"2015-08-22 22:33:05","21 Inc.",378
"2015-08-22 20:51:29","21 Inc.",452
"2015-08-22 19:07:28","21 Inc.",132
"2015-08-22 17:53:54","21 Inc.",1404
"2015-08-22 16:44:18","21 Inc.",700
"2015-08-22 16:34:40","21 Inc.",152
"2015-08-22 12:26:42","21 Inc.",547
"2015-08-22 07:46:26","21 Inc.",2239
"2015-08-22 06:11:29","21 Inc.",797
"2015-08-22 00:12:32","21 Inc.",1564
"2015-08-21 21:59:28","21 Inc.",1520
"2015-08-21 19:24:50","21 Inc.",1129
"2015-08-21 14:52:00","21 Inc.",234
"2015-08-21 11:05:52","21 Inc.",495
"2015-08-21 02:08:18","21 Inc.",1623
"2015-08-21 01:45:04","21 Inc.",1347
"2015-08-20 23:00:48","21 Inc.",324
"2015-08-20 22:57:52","21 Inc.",749
"2015-08-20 19:33:36","21 Inc.",1897
"2015-08-20 17:30:56","21 Inc.",177
"2015-08-20 16:54:41","21 Inc.",721
"2015-08-20 16:50:57","21 Inc.",2135
"2015-08-20 10:13:05","21 Inc.",828
"2015-08-19 16:42:42","21 Inc.",871
"2015-08-19 16:41:05","21 Inc.",2324
"2015-08-19 13:46:25","21 Inc.",371
"2015-08-19 09:37:20","21 Inc.",560
"2015-08-19 08:51:15","21 Inc.",160
"2015-08-18 18:17:37","21 Inc.",523
"2015-08-18 13:26:24","21 Inc.",332
"2015-08-18 06:31:46","21 Inc.",424
"2015-08-18 03:08:01","21 Inc.",1109
"2015-08-17 21:29:21","21 Inc.",77
"2015-08-17 21:05:21","21 Inc.",418
"2015-08-17 19:00:16","21 Inc.",2720
"2015-08-17 15:13:20","21 Inc.",2146
"2015-08-17 14:54:56","21 Inc.",1168
"2015-08-17 11:49:36","21 Inc.",2062
"2015-08-17 07:17:05","21 Inc.",246
"2015-08-17 01:58:24","21 Inc.",626
"2015-08-16 18:01:04","21 Inc.",525
"2015-08-16 16:30:24","21 Inc.",70
"2015-08-16 16:28:16","21 Inc.",403
"2015-08-16 02:02:57","21 Inc.",171
"2015-08-16 01:58:57","21 Inc.",210
"2015-08-16 01:39:30","21 Inc.",123
"2015-08-15 21:50:08","21 Inc.",555
"2015-08-15 21:43:13","21 Inc.",511
"2015-08-15 19:16:18","21 Inc.",471
"2015-08-15 15:41:21","21 Inc.",493
"2015-08-15 11:00:34","21 Inc.",721
"2015-08-15 04:48:00","21 Inc.",688
"2015-08-15 00:46:09","21 Inc.",649
"2015-08-14 21:51:29","21 Inc.",2021
"2015-08-14 08:19:29","21 Inc.",125
"2015-08-14 06:34:08","21 Inc.",467
"2015-08-14 04:26:09","21 Inc.",523
"2015-08-14 01:06:56","21 Inc.",630
"2015-08-13 23:27:30","21 Inc.",1927
"2015-08-13 16:07:44","21 Inc.",1893
"2015-08-13 14:43:13","21 Inc.",702
"2015-08-13 11:44:48","21 Inc.",52
"2015-08-12 23:09:05","21 Inc.",547
"2015-08-12 21:38:41","21 Inc.",2213
"2015-08-11 22:44:49","21 Inc.",508
"2015-08-11 22:32:17","21 Inc.",324
"2015-08-11 22:25:06","21 Inc.",491
"2015-08-11 10:34:40","21 Inc.",1685
"2015-08-11 10:10:40","21 Inc.",891
"2015-08-11 05:42:56","21 Inc.",1956
"2015-08-11 02:36:17","21 Inc.",543
"2015-08-11 01:13:21","21 Inc.",872
"2015-08-10 23:18:26","21 Inc.",1545
"2015-08-10 17:23:28","21 Inc.",621
"2015-08-10 13:30:40","21 Inc.",220
"2015-08-10 10:02:58","21 Inc.",218
"2015-08-10 09:12:18","21 Inc.",1297
"2015-08-10 08:48:34","21 Inc.",297
"2015-08-10 07:10:08","21 Inc.",68
"2015-08-10 05:28:33","21 Inc.",282
"2015-08-10 01:11:28","21 Inc.",24
"2015-08-09 22:58:40","21 Inc.",61
"2015-08-09 22:00:17","21 Inc.",64
"2015-08-09 19:55:12","21 Inc.",417
"2015-08-09 18:20:00","21 Inc.",1295
"2015-08-09 14:06:41","21 Inc.",677
"2015-08-08 16:39:45","21 Inc.",751
"2015-08-08 11:46:08","21 Inc.",990
"2015-08-08 10:49:21","21 Inc.",591
"2015-08-08 00:29:52","21 Inc.",1198
"2015-08-07 22:51:12","21 Inc.",553
"2015-08-07 20:17:05","21 Inc.",1356
"2015-08-07 15:16:34","21 Inc.",1853
"2015-08-07 12:32:48","21 Inc.",965
"2015-08-07 05:27:13","21 Inc.",945
"2015-08-07 00:39:30","21 Inc.",974
"2015-08-06 20:58:25","21 Inc.",515
"2015-08-06 18:51:13","21 Inc.",502
"2015-08-06 17:36:34","21 Inc.",434
"2015-08-06 13:05:52","21 Inc.",1543
"2015-08-06 10:32:32","21 Inc.",613
"2015-08-06 06:08:34","21 Inc.",708
"2015-08-05 20:43:44","21 Inc.",755
"2015-08-05 19:46:57","21 Inc.",445
"2015-08-05 08:41:05","21 Inc.",824
"2015-08-05 05:14:26","21 Inc.",423
"2015-08-04 21:24:18","21 Inc.",550
"2015-08-04 19:16:00","21 Inc.",584
"2015-08-04 15:45:22","21 Inc.",2149
"2015-08-04 10:50:11","21 Inc.",919
"2015-08-04 10:16:34","21 Inc.",1370
"2015-08-04 01:18:56","21 Inc.",556
"2015-08-04 01:16:16","21 Inc.",699
"2015-08-03 20:17:36","21 Inc.",302
"2015-08-03 19:57:22","21 Inc.",432
"2015-08-03 18:38:58","21 Inc.",1265
"2015-08-03 15:47:29","21 Inc.",348
"2015-08-03 14:15:31","21 Inc.",738
"2015-08-03 13:03:30","21 Inc.",243
"2015-08-03 08:48:50","21 Inc.",612
"2015-08-03 06:43:44","21 Inc.",1034
"2015-08-02 22:43:46","21 Inc.",2447
"2015-08-02 14:56:49","21 Inc.",288
"2015-08-02 14:32:34","21 Inc.",210
"2015-08-02 02:15:30","21 Inc.",502
"2015-08-01 18:22:41","21 Inc.",526
"2015-08-01 16:41:05","21 Inc.",1641
"2015-08-01 14:44:33","21 Inc.",625
"2015-08-01 10:35:44","21 Inc.",944
"2015-08-01 08:14:24","21 Inc.",495
"2015-08-01 04:04:01","21 Inc.",907
"2015-08-01 01:14:08","21 Inc.",466
"2015-07-31 23:44:17","21 Inc.",852
"2015-07-31 20:19:13","21 Inc.",1172
"2015-07-31 12:00:16","21 Inc.",836
"2015-07-31 08:52:00","21 Inc.",1150
"2015-07-31 05:59:44","21 Inc.",442
"2015-07-31 04:56:18","21 Inc.",795
"2015-07-31 02:30:26","21 Inc.",752
"2015-07-30 15:41:54","21 Inc.",573
"2015-07-30 14:12:34","21 Inc.",511
"2015-07-30 12:50:57","21 Inc.",1880
"2015-07-30 11:56:50","21 Inc.",1821
"2015-07-30 00:00:00","21 Inc.",637
"2015-07-29 22:09:20","21 Inc.",647
"2015-07-29 12:43:45","21 Inc.",550
"2015-07-29 10:48:17","21 Inc.",436
"2015-07-29 09:53:06","21 Inc.",524
"2015-07-29 08:50:57","21 Inc.",622
"2015-07-29 01:14:09","21 Inc.",768
"2015-07-28 18:29:38","21 Inc.",1494
"2015-07-28 09:03:14","21 Inc.",234
"2015-07-27 23:48:48","21 Inc.",1098
"2015-07-27 23:14:09","21 Inc.",1059
"2015-07-27 21:24:48","21 Inc.",709
"2015-07-27 16:45:52","21 Inc.",781
"2015-07-27 16:36:50","21 Inc.",625
"2015-07-27 15:33:22","21 Inc.",1542
"2015-07-27 08:50:24","21 Inc.",86
"2015-07-27 06:49:06","21 Inc.",1464
"2015-07-27 06:18:26","21 Inc.",229
"2015-07-27 04:32:48","21 Inc.",1001
"2015-07-27 04:02:57","21 Inc.",852
"2015-07-27 03:03:28","21 Inc.",529
"2015-07-27 02:25:53","21 Inc.",689
"2015-07-27 01:02:56","21 Inc.",1204
"2015-07-26 21:29:54","21 Inc.",985
"2015-07-26 16:21:53","21 Inc.",1204
"2015-07-26 11:51:29","21 Inc.",917
"2015-07-26 08:55:14","21 Inc.",1459
"2015-07-26 06:45:21","21 Inc.",135
"2015-07-25 21:50:56","21 Inc.",2235
"2015-07-25 18:57:20","21 Inc.",109
"2015-07-25 18:05:36","21 Inc.",1427
"2015-07-25 16:16:50","21 Inc.",968
"2015-07-25 15:13:36","21 Inc.",232
"2015-07-25 08:52:17","21 Inc.",273
"2015-07-24 23:46:56","21 Inc.",1570
"2015-07-24 18:24:49","21 Inc.",1899
"2015-07-24 12:57:05","21 Inc.",158
"2015-07-23 16:33:06","21 Inc.",303
