"time","guessed_miner","transaction_count"
"2015-07-23 14:09:21","21 Inc.",1297
"2015-07-23 03:27:14","21 Inc.",559
"2015-07-23 02:07:29","21 Inc.",29
"2015-07-23 00:40:00","21 Inc.",36
"2015-07-23 00:34:25","21 Inc.",1008
"2015-07-22 23:53:05","21 Inc.",319
"2015-07-22 23:22:26","21 Inc.",229
"2015-07-22 20:52:18","21 Inc.",2924
"2015-07-22 19:22:41","21 Inc.",290
"2015-07-22 10:15:12","21 Inc.",167
"2015-07-22 10:02:58","21 Inc.",622
"2015-07-22 08:33:20","21 Inc.",286
"2015-07-22 08:12:49","21 Inc.",715
"2015-07-22 06:58:41","21 Inc.",106
"2015-07-21 23:04:01","21 Inc.",1672
"2015-07-21 09:46:24","21 Inc.",201
"2015-07-21 07:44:18","21 Inc.",258
"2015-07-21 07:24:18","21 Inc.",1526
"2015-07-21 05:17:53","21 Inc.",1264
"2015-07-20 20:41:53","21 Inc.",246
"2015-07-20 20:29:53","21 Inc.",1717
"2015-07-20 18:38:26","21 Inc.",684
"2015-07-20 09:04:32","21 Inc.",1485
"2015-07-20 05:09:38","21 Inc.",1171
"2015-07-20 03:09:04","21 Inc.",151
"2015-07-19 12:16:33","21 Inc.",723
"2015-07-19 09:40:00","21 Inc.",503
"2015-07-19 08:13:06","21 Inc.",115
"2015-07-19 04:58:26","21 Inc.",2256
"2015-07-19 04:44:00","21 Inc.",1313
"2015-07-19 01:46:09","21 Inc.",1549
"2015-07-19 00:27:13","21 Inc.",2625
"2015-07-18 05:08:18","21 Inc.",590
"2015-07-18 04:58:42","21 Inc.",3487
"2015-07-18 02:15:29","21 Inc.",725
"2015-07-17 22:47:46","21 Inc.",1656
"2015-07-17 22:15:44","21 Inc.",521
"2015-07-17 21:35:13","21 Inc.",1986
"2015-07-17 21:18:56","21 Inc.",2806
"2015-07-17 11:05:36","21 Inc.",1257
"2015-07-16 23:38:58","21 Inc.",629
"2015-07-16 20:57:04","21 Inc.",264
"2015-07-16 13:10:24","21 Inc.",820
"2015-07-16 13:02:58","21 Inc.",1822
"2015-07-16 02:54:58","21 Inc.",265
"2015-07-16 02:58:56","21 Inc.",1122
"2015-07-16 01:46:56","21 Inc.",670
"2015-07-15 16:29:36","21 Inc.",2978
"2015-07-15 15:44:01","21 Inc.",1133
"2015-07-15 12:00:32","21 Inc.",410
"2015-07-15 10:20:48","21 Inc.",299
"2015-07-15 10:22:41","21 Inc.",762
"2015-07-14 20:20:32","21 Inc.",1528
"2015-07-14 19:55:14","21 Inc.",452
"2015-07-14 15:50:41","21 Inc.",1939
"2015-07-13 23:43:45","21 Inc.",1694
"2015-07-13 20:22:25","21 Inc.",386
"2015-07-13 19:36:17","21 Inc.",1429
"2015-07-13 17:40:00","21 Inc.",588
"2015-07-13 16:00:34","21 Inc.",796
"2015-07-13 12:02:26","21 Inc.",300
"2015-07-13 11:20:01","21 Inc.",403
"2015-07-13 05:53:37","21 Inc.",1965
"2015-07-13 03:22:40","21 Inc.",1729
"2015-07-13 03:10:57","21 Inc.",933
"2015-07-13 00:43:29","21 Inc.",336
"2015-07-12 21:49:53","21 Inc.",2158
"2015-07-12 08:55:29","21 Inc.",306
"2015-07-12 03:54:08","21 Inc.",2087
"2015-07-12 02:53:36","21 Inc.",302
"2015-07-12 02:23:46","21 Inc.",1114
"2015-07-11 17:43:44","21 Inc.",1974
"2015-07-11 05:21:38","21 Inc.",651
"2015-07-11 04:32:34","21 Inc.",382
"2015-07-11 01:47:45","21 Inc.",605
"2015-07-10 20:44:49","21 Inc.",1062
"2015-07-10 17:49:36","21 Inc.",1107
"2015-07-10 16:09:06","21 Inc.",1797
"2015-07-10 12:53:05","21 Inc.",2504
"2015-07-10 11:40:02","21 Inc.",1387
"2015-07-10 11:19:14","21 Inc.",1124
"2015-07-09 18:09:37","21 Inc.",3056
"2015-07-09 14:03:30","21 Inc.",2299
"2015-07-08 17:31:44","21 Inc.",2765
"2015-07-07 23:34:25","21 Inc.",2973
"2015-07-07 21:53:22","21 Inc.",2783
"2015-07-07 21:45:21","21 Inc.",2028
"2015-07-07 17:27:14","21 Inc.",1213
"2015-07-07 15:08:49","21 Inc.",1654
"2015-07-07 14:18:40","21 Inc.",1517
"2015-07-07 13:46:58","21 Inc.",1495
"2015-07-07 12:51:44","21 Inc.",720
"2015-07-07 11:18:25","21 Inc.",836
"2015-07-07 08:28:49","21 Inc.",1208
"2015-07-07 02:14:25","21 Inc.",2808
"2015-07-06 23:56:17","21 Inc.",597
"2015-07-06 22:55:44","21 Inc.",1168
"2015-07-06 21:14:10","21 Inc.",1492
"2015-07-06 19:59:29","21 Inc.",2399
"2015-07-06 19:24:49","21 Inc.",1480
"2015-07-06 17:53:04","21 Inc.",2524
"2015-07-06 06:39:28","21 Inc.",416
"2015-07-06 05:53:06","21 Inc.",368
"2015-07-06 04:04:16","21 Inc.",351
"2015-07-06 01:49:04","21 Inc.",248
"2015-07-05 18:36:17","21 Inc.",826
"2015-07-05 15:45:36","21 Inc.",1220
"2015-07-05 11:41:52","21 Inc.",2178
"2015-07-05 10:17:04","21 Inc.",392
"2015-07-05 06:20:34","21 Inc.",237
"2015-07-05 05:13:20","21 Inc.",989
"2015-07-04 23:20:48","21 Inc.",37
"2015-07-04 17:44:32","21 Inc.",744
"2015-07-04 09:51:45","21 Inc.",55
"2015-07-04 09:18:57","21 Inc.",1587
"2015-07-04 01:25:37","21 Inc.",378
"2015-07-03 22:07:30","21 Inc.",1356
"2015-07-03 20:25:04","21 Inc.",231
"2015-07-03 19:52:49","21 Inc.",508
"2015-07-03 17:40:18","21 Inc.",1870
"2015-07-03 15:31:13","21 Inc.",109
"2015-07-03 13:17:05","21 Inc.",1183
"2015-07-03 09:55:29","21 Inc.",1518
"2015-07-03 07:16:01","21 Inc.",933
"2015-07-03 01:47:13","21 Inc.",775
"2015-07-03 00:17:54","21 Inc.",1590
"2015-07-02 14:22:40","21 Inc.",673
"2015-07-02 13:16:33","21 Inc.",958
"2015-07-02 08:55:44","21 Inc.",270
"2015-07-02 08:45:05","21 Inc.",392
"2015-07-02 02:58:09","21 Inc.",995
"2015-07-02 02:20:00","21 Inc.",1377
"2015-07-02 01:46:08","21 Inc.",219
"2015-07-02 00:56:01","21 Inc.",1309
"2015-07-01 23:06:09","21 Inc.",2089
"2015-07-01 19:52:33","21 Inc.",1094
"2015-07-01 02:56:50","21 Inc.",1008
"2015-07-01 01:24:16","21 Inc.",533
"2015-06-30 22:24:34","21 Inc.",1000
"2015-06-30 22:06:08","21 Inc.",771
"2015-06-30 20:01:54","21 Inc.",1969
"2015-06-30 18:34:25","21 Inc.",1999
"2015-06-30 12:35:13","21 Inc.",1290
"2015-06-30 09:23:30","21 Inc.",1135
"2015-06-30 07:33:52","21 Inc.",123
"2015-06-29 23:45:38","21 Inc.",109
"2015-06-29 23:07:13","21 Inc.",88
"2015-06-29 20:36:49","21 Inc.",961
"2015-06-29 15:28:17","21 Inc.",1653
"2015-06-29 03:09:54","21 Inc.",99
"2015-06-29 02:17:52","21 Inc.",1141
"2015-06-29 01:16:17","21 Inc.",1281
"2015-06-28 11:54:09","21 Inc.",779
"2015-06-28 08:56:17","21 Inc.",135
"2015-06-28 08:13:04","21 Inc.",637
"2015-06-27 23:57:04","21 Inc.",1060
"2015-06-27 22:10:56","21 Inc.",801
"2015-06-27 21:42:09","21 Inc.",330
"2015-06-27 20:58:09","21 Inc.",226
"2015-06-27 20:55:45","21 Inc.",353
"2015-06-27 20:25:22","21 Inc.",510
"2015-06-27 16:44:33","21 Inc.",360
"2015-06-27 09:22:57","21 Inc.",945
"2015-06-27 05:48:16","21 Inc.",263
"2015-06-27 05:43:13","21 Inc.",459
"2015-06-27 01:51:45","21 Inc.",470
"2015-06-27 01:12:33","21 Inc.",1592
"2015-06-26 22:10:56","21 Inc.",1917
"2015-06-26 10:49:05","21 Inc.",1079
"2015-06-26 05:01:05","21 Inc.",495
"2015-06-26 03:34:41","21 Inc.",1364
"2015-06-25 21:47:29","21 Inc.",299
"2015-06-25 16:26:56","21 Inc.",357
"2015-06-25 15:43:14","21 Inc.",2392
"2015-06-25 09:05:37","21 Inc.",736
"2015-06-25 08:40:02","21 Inc.",1497
"2015-06-24 23:58:42","21 Inc.",351
"2015-06-24 16:35:28","21 Inc.",1247
"2015-06-24 13:24:16","21 Inc.",533
"2015-06-24 01:02:41","21 Inc.",710
"2015-06-23 18:37:37","21 Inc.",45
"2015-06-23 16:42:08","21 Inc.",1536
"2015-06-23 11:59:29","21 Inc.",1609
"2015-06-23 10:28:48","21 Inc.",1086
"2015-06-23 05:36:18","21 Inc.",627
"2015-06-23 04:08:33","21 Inc.",99
"2015-06-23 02:21:54","21 Inc.",1074
"2015-06-23 02:01:54","21 Inc.",1679
"2015-06-22 13:25:38","21 Inc.",332
"2015-06-22 10:37:37","21 Inc.",123
"2015-06-22 08:30:40","21 Inc.",58
"2015-06-21 21:48:00","21 Inc.",241
"2015-06-21 16:17:38","21 Inc.",1143
"2015-06-21 08:19:44","21 Inc.",707
"2015-06-21 01:56:34","21 Inc.",550
"2015-06-20 17:22:56","21 Inc.",654
"2015-06-20 09:46:09","21 Inc.",1409
"2015-06-20 08:34:25","21 Inc.",532
"2015-06-20 03:07:30","21 Inc.",1084
"2015-06-20 00:46:09","21 Inc.",155
"2015-06-19 21:18:57","21 Inc.",1832
"2015-06-19 20:49:21","21 Inc.",1191
"2015-06-19 20:35:14","21 Inc.",1669
"2015-06-19 19:46:09","21 Inc.",1186
"2015-06-19 18:09:21","21 Inc.",128
"2015-06-19 17:35:45","21 Inc.",893
"2015-06-19 16:31:12","21 Inc.",614
"2015-06-19 15:07:13","21 Inc.",1478
"2015-06-19 12:41:38","21 Inc.",628
"2015-06-19 06:59:44","21 Inc.",574
"2015-06-19 05:17:52","21 Inc.",648
"2015-06-18 21:01:54","21 Inc.",1332
"2015-06-18 16:03:30","21 Inc.",1353
"2015-06-18 14:04:00","21 Inc.",102
"2015-06-17 21:22:42","21 Inc.",1450
"2015-06-17 20:03:31","21 Inc.",1572
"2015-06-17 17:48:01","21 Inc.",1883
"2015-06-17 15:50:41","21 Inc.",1150
"2015-06-17 13:10:41","21 Inc.",1408
"2015-06-17 12:56:33","21 Inc.",1085
"2015-06-17 06:57:06","21 Inc.",612
"2015-06-17 06:00:34","21 Inc.",260
"2015-06-17 01:54:40","21 Inc.",1406
"2015-06-17 01:28:07","21 Inc.",1106
"2015-06-16 18:09:54","21 Inc.",631
"2015-06-16 12:21:36","21 Inc.",1922
"2015-06-16 09:00:48","21 Inc.",570
"2015-06-16 04:43:44","21 Inc.",82
"2015-06-15 17:56:48","21 Inc.",2212
"2015-06-15 16:28:32","21 Inc.",176
"2015-06-15 10:13:04","21 Inc.",1133
"2015-06-15 06:01:22","21 Inc.",296
"2015-06-15 00:10:57","21 Inc.",658
"2015-06-14 15:11:25","21 Inc.",708
"2015-06-14 15:02:41","21 Inc.",416
"2015-06-14 12:51:28","21 Inc.",422
"2015-06-14 06:08:42","21 Inc.",2028
"2015-06-14 04:53:20","21 Inc.",163
"2015-06-14 03:17:36","21 Inc.",356
"2015-06-14 01:09:20","21 Inc.",944
"2015-06-13 21:32:00","21 Inc.",295
"2015-06-13 16:28:49","21 Inc.",1128
"2015-06-13 13:47:28","21 Inc.",342
"2015-06-13 11:55:45","21 Inc.",926
"2015-06-13 09:43:13","21 Inc.",900
"2015-06-13 08:48:49","21 Inc.",204
"2015-06-13 05:14:25","21 Inc.",857
"2015-06-13 03:25:36","21 Inc.",1077
"2015-06-13 02:12:10","21 Inc.",466
"2015-06-12 14:33:37","21 Inc.",910
"2015-06-12 05:03:12","21 Inc.",789
"2015-06-12 00:33:54","21 Inc.",1638
"2015-06-11 23:36:11","21 Inc.",161
"2015-06-11 18:49:22","21 Inc.",788
"2015-06-11 14:57:36","21 Inc.",380
"2015-06-11 11:50:40","21 Inc.",479
"2015-06-11 09:43:50","21 Inc.",1576
"2015-06-11 06:35:14","21 Inc.",692
"2015-06-11 05:53:37","21 Inc.",209
"2015-06-11 04:25:06","21 Inc.",1022
"2015-06-10 22:41:36","21 Inc.",613
"2015-06-10 16:57:37","21 Inc.",645
"2015-06-10 11:57:38","21 Inc.",206
"2015-06-10 06:42:08","21 Inc.",338
"2015-06-10 01:53:54","21 Inc.",1088
"2015-06-10 00:19:13","21 Inc.",1251
"2015-06-09 23:12:50","21 Inc.",1090
"2015-06-09 21:32:17","21 Inc.",774
"2015-06-09 14:24:01","21 Inc.",1305
"2015-06-09 13:57:37","21 Inc.",647
"2015-06-08 22:00:01","21 Inc.",70
"2015-06-08 21:33:36","21 Inc.",1788
"2015-06-08 20:04:49","21 Inc.",110
"2015-06-08 16:08:01","21 Inc.",373
"2015-06-08 13:28:01","21 Inc.",1632
"2015-06-07 20:23:45","21 Inc.",259
"2015-06-07 18:46:10","21 Inc.",120
"2015-06-07 17:24:48","21 Inc.",874
"2015-06-07 14:31:14","21 Inc.",638
"2015-06-07 14:28:33","21 Inc.",374
"2015-06-07 04:24:48","21 Inc.",158
"2015-06-06 18:29:38","21 Inc.",63
"2015-06-06 18:26:57","21 Inc.",82
"2015-06-06 10:44:02","21 Inc.",583
"2015-06-06 06:40:48","21 Inc.",516
"2015-06-06 06:12:02","21 Inc.",103
"2015-06-06 04:10:10","21 Inc.",241
"2015-06-06 01:48:32","21 Inc.",489
"2015-06-05 02:31:29","21 Inc.",310
"2015-06-04 10:25:37","21 Inc.",1407
"2015-06-04 10:07:12","21 Inc.",164
"2015-06-04 05:34:24","21 Inc.",139
"2015-06-04 05:10:40","21 Inc.",221
"2015-06-04 02:59:29","21 Inc.",202
"2015-06-04 00:17:05","21 Inc.",1467
"2015-06-03 23:20:50","21 Inc.",348
"2015-06-03 21:47:13","21 Inc.",1124
"2015-06-03 21:37:36","21 Inc.",1846
"2015-06-03 19:42:56","21 Inc.",1151
"2015-06-03 19:20:17","21 Inc.",376
"2015-06-03 12:49:05","21 Inc.",1370
"2015-06-03 12:29:52","21 Inc.",358
"2015-06-03 12:12:49","21 Inc.",347
"2015-06-03 08:21:38","21 Inc.",2087
"2015-06-03 05:30:42","21 Inc.",658
"2015-06-02 23:17:20","21 Inc.",756
"2015-06-02 22:02:40","21 Inc.",1257
"2015-06-02 21:14:42","21 Inc.",1430
"2015-06-02 17:47:45","21 Inc.",298
"2015-06-02 15:16:00","21 Inc.",240
"2015-06-02 08:28:16","21 Inc.",1372
"2015-06-02 07:54:40","21 Inc.",1677
"2015-06-02 04:14:25","21 Inc.",946
"2015-06-01 17:50:57","21 Inc.",1452
"2015-06-01 16:37:53","21 Inc.",901
"2015-06-01 13:57:06","21 Inc.",1492
"2015-06-01 12:46:09","21 Inc.",602
"2015-06-01 04:14:26","21 Inc.",2015
"2015-06-01 02:49:21","21 Inc.",1546
"2015-06-01 00:02:42","21 Inc.",281
"2015-05-31 13:26:41","21 Inc.",324
"2015-05-31 09:17:36","21 Inc.",1474
"2015-05-31 08:32:33","21 Inc.",583
"2015-05-31 07:19:44","21 Inc.",1381
"2015-05-31 05:54:56","21 Inc.",624
"2015-05-31 03:18:40","21 Inc.",687
"2015-05-31 01:16:32","21 Inc.",266
"2015-05-30 22:29:21","21 Inc.",56
"2015-05-30 11:35:46","21 Inc.",241
"2015-05-30 09:21:06","21 Inc.",149
"2015-05-30 00:18:24","21 Inc.",2280
"2015-05-29 22:28:49","21 Inc.",1355
"2015-05-29 20:47:29","21 Inc.",1957
"2015-05-29 15:31:12","21 Inc.",1016
"2015-05-29 15:16:16","21 Inc.",1210
"2015-05-29 10:05:21","21 Inc.",1411
"2015-05-29 07:56:00","21 Inc.",790
"2015-05-29 07:33:20","21 Inc.",651
"2015-05-29 05:50:42","21 Inc.",377
"2015-05-29 00:20:49","21 Inc.",524
"2015-05-29 00:02:40","21 Inc.",1013
"2015-05-28 11:43:13","21 Inc.",431
"2015-05-27 23:21:37","21 Inc.",708
"2015-05-27 22:47:29","21 Inc.",237
"2015-05-27 17:58:24","21 Inc.",618
"2015-05-27 16:20:18","21 Inc.",1361
"2015-05-27 12:47:12","21 Inc.",1076
"2015-05-27 10:57:53","21 Inc.",905
"2015-05-27 10:44:32","21 Inc.",1031
"2015-05-27 06:42:09","21 Inc.",1220
"2015-05-26 23:26:10","21 Inc.",964
"2015-05-26 18:44:01","21 Inc.",1497
"2015-05-26 15:10:41","21 Inc.",848
"2015-05-26 09:13:05","21 Inc.",601
"2015-05-26 07:51:29","21 Inc.",208
"2015-05-26 07:07:12","21 Inc.",1324
"2015-05-25 15:37:06","21 Inc.",1962
"2015-05-25 09:44:49","21 Inc.",754
"2015-05-25 08:37:06","21 Inc.",1087
"2015-05-25 03:28:01","21 Inc.",132
"2015-05-25 03:06:56","21 Inc.",1206
"2015-05-25 01:40:49","21 Inc.",467
"2015-05-25 00:26:57","21 Inc.",359
"2015-05-24 19:57:53","21 Inc.",1337
"2015-05-24 16:20:16","21 Inc.",412
"2015-05-24 14:24:16","21 Inc.",161
"2015-05-24 13:39:12","21 Inc.",244
"2015-05-24 08:09:52","21 Inc.",36
"2015-05-24 08:02:41","21 Inc.",1176
"2015-05-24 03:45:36","21 Inc.",818
"2015-05-23 23:37:36","21 Inc.",90
"2015-05-23 19:09:21","21 Inc.",1151
"2015-05-23 17:32:32","21 Inc.",1084
"2015-05-23 01:14:25","21 Inc.",190
"2015-05-22 08:10:58","21 Inc.",602
"2015-05-21 07:49:20","21 Inc.",955
"2015-05-20 16:31:45","21 Inc.",731
"2015-05-17 17:50:08","21 Inc.",350
"2015-05-17 06:46:56","21 Inc.",107
"2015-05-17 00:46:56","21 Inc.",158
"2015-05-16 21:05:20","21 Inc.",182
"2015-05-16 08:23:12","21 Inc.",1574
"2015-05-16 07:09:53","21 Inc.",76
"2015-05-16 06:50:08","21 Inc.",1477
"2015-05-16 01:22:08","21 Inc.",235
"2015-05-16 00:42:09","21 Inc.",1182
"2015-05-15 17:44:01","21 Inc.",624
"2015-05-15 08:31:30","21 Inc.",329
"2015-05-15 08:26:57","21 Inc.",581
"2015-05-15 06:56:01","21 Inc.",595
"2015-05-15 06:24:17","21 Inc.",2046
"2015-05-15 01:11:14","21 Inc.",154
"2015-05-14 20:01:53","21 Inc.",1323
"2015-05-14 08:00:19","21 Inc.",1707
"2015-05-13 20:00:33","21 Inc.",1105
"2015-05-13 05:52:17","21 Inc.",304
"2015-05-13 00:04:00","21 Inc.",485
"2015-05-12 21:55:45","21 Inc.",27
"2015-05-12 19:41:37","21 Inc.",908
"2015-05-12 06:00:34","21 Inc.",56
"2015-05-12 00:34:25","21 Inc.",135
"2015-05-11 18:42:09","21 Inc.",1786
"2015-05-11 14:12:00","21 Inc.",72
"2015-05-11 10:25:04","21 Inc.",1028
"2015-05-11 09:19:44","21 Inc.",795
"2015-05-11 07:05:04","21 Inc.",194
"2015-05-11 01:06:58","21 Inc.",530
"2015-05-10 21:03:29","21 Inc.",545
"2015-05-10 14:57:06","21 Inc.",887
"2015-05-09 21:02:57","21 Inc.",141
"2015-05-09 16:40:34","21 Inc.",326
"2015-05-09 05:51:44","21 Inc.",1414
"2015-05-09 04:54:57","21 Inc.",313
"2015-05-09 04:09:04","21 Inc.",700
"2015-05-08 17:06:40","21 Inc.",604
"2015-05-08 15:25:20","21 Inc.",795
"2015-05-08 13:27:44","21 Inc.",1444
"2015-05-08 11:58:40","21 Inc.",973
"2015-05-08 04:30:56","21 Inc.",968
"2015-05-08 00:05:52","21 Inc.",743
"2015-05-07 20:37:21","21 Inc.",282
"2015-05-07 10:03:44","21 Inc.",307
"2015-05-06 21:54:09","21 Inc.",1396
"2015-05-06 19:53:21","21 Inc.",1487
"2015-05-06 05:45:37","21 Inc.",257
"2015-05-06 05:42:08","21 Inc.",744
"2015-05-05 16:03:30","21 Inc.",1348
"2015-05-05 11:19:28","21 Inc.",1155
"2015-05-05 08:30:40","21 Inc.",78
"2015-05-04 18:42:41","21 Inc.",1158
"2015-05-04 12:35:44","21 Inc.",1328
"2015-05-03 22:26:10","21 Inc.",660
"2015-05-03 22:15:12","21 Inc.",771
"2015-05-03 20:53:36","21 Inc.",1113
"2015-05-03 12:08:48","21 Inc.",950
"2015-05-03 10:01:05","21 Inc.",378
"2015-05-02 23:53:38","21 Inc.",487
"2015-05-02 21:00:02","21 Inc.",319
"2015-05-02 20:52:33","21 Inc.",771
"2015-05-02 20:22:41","21 Inc.",83
"2015-05-02 14:51:45","21 Inc.",390
"2015-05-02 13:11:28","21 Inc.",677
"2015-05-02 09:10:25","21 Inc.",1165
"2015-05-02 07:55:45","21 Inc.",132
"2015-05-02 06:38:08","21 Inc.",26
"2015-05-02 01:53:54","21 Inc.",914
"2015-05-01 22:53:38","21 Inc.",100
"2015-05-01 22:45:37","21 Inc.",171
"2015-05-01 22:27:28","21 Inc.",644
"2015-05-01 19:56:49","21 Inc.",586
"2015-05-01 16:07:28","21 Inc.",326
"2015-05-01 13:00:32","21 Inc.",664
"2015-05-01 09:19:12","21 Inc.",879
"2015-05-01 07:49:37","21 Inc.",255
"2015-04-30 20:58:42","21 Inc.",83
"2015-04-30 15:29:04","21 Inc.",807
"2015-04-30 11:26:41","21 Inc.",1750
"2015-04-29 13:13:53","21 Inc.",901
"2015-04-29 04:00:33","21 Inc.",1592
"2015-04-28 19:57:54","21 Inc.",1104
"2015-04-28 07:37:21","21 Inc.",273
"2015-04-28 04:36:00","21 Inc.",128
"2015-04-28 03:58:57","21 Inc.",1805
"2015-04-27 22:57:04","21 Inc.",2189
"2015-04-27 18:38:10","21 Inc.",1097
"2015-04-27 04:22:57","21 Inc.",746
"2015-04-26 04:40:33","21 Inc.",713
"2015-04-26 03:12:32","21 Inc.",278
"2015-04-26 02:02:26","21 Inc.",28
"2015-04-25 22:59:45","21 Inc.",1824
"2015-04-25 22:13:06","21 Inc.",161
"2015-04-25 20:38:24","21 Inc.",1289
"2015-04-25 16:31:29","21 Inc.",1184
"2015-04-25 10:10:25","21 Inc.",262
"2015-04-25 08:34:24","21 Inc.",423
"2015-04-25 02:15:29","21 Inc.",292
"2015-04-23 12:26:40","21 Inc.",1495
"2015-04-23 07:10:25","21 Inc.",648
"2015-04-23 06:09:05","21 Inc.",570
"2015-04-22 22:23:46","21 Inc.",251
"2015-04-22 12:38:57","21 Inc.",1327
"2015-04-22 10:33:04","21 Inc.",250
"2015-04-21 17:06:09","21 Inc.",1136
"2015-04-21 16:45:53","21 Inc.",331
"2015-04-21 16:21:04","21 Inc.",688
"2015-04-21 04:21:05","21 Inc.",264
"2015-04-20 14:42:08","21 Inc.",1094
"2015-04-19 21:47:12","21 Inc.",134
"2015-04-19 18:25:06","21 Inc.",273
"2015-04-19 11:34:09","21 Inc.",777
"2015-04-19 10:52:18","21 Inc.",360
"2015-04-18 22:08:33","21 Inc.",801
"2015-04-18 16:09:04","21 Inc.",254
"2015-04-18 06:01:21","21 Inc.",22
"2015-04-17 08:43:44","21 Inc.",1369
"2015-04-16 05:41:54","21 Inc.",292
"2015-04-16 05:34:42","21 Inc.",1212
"2015-04-16 03:20:02","21 Inc.",644
"2015-04-16 01:49:53","21 Inc.",105
"2015-04-14 21:33:54","21 Inc.",1462
"2015-04-13 13:13:20","21 Inc.",1057
"2015-04-13 10:44:17","21 Inc.",552
"2015-04-12 00:10:40","21 Inc.",58
"2015-04-11 00:13:37","21 Inc.",684
"2015-04-09 01:59:29","21 Inc.",96
